state,state_code,district,indicator_no,indicator,nfhs5_value,nfhs4_value,change_nfhs4_to_nfhs5
Maharashtra,MH,Jalgaon,101,101. Women age 15 years and above who use any kind of tobacco (%),12.6,,
Maharashtra,MH,Jalgaon,102,102. Men age 15 years and above who use any kind of tobacco (%),37.7,,
Maharashtra,MH,Jalgaon,103,103. Women age 15 years and above who consume alcohol (%),0.5,,
Maharashtra,MH,Jalgaon,104,104. Men age 15 years and above who consume alcohol (%),12.3,,
Maharashtra,MH,Jalna,1,1. Female population age 6 years and above who ever attended school (%),67.6,65.2,2.4
Maharashtra,MH,Jalna,2,2. Population below age 15 years (%),26.9,29.0,-2.1
Maharashtra,MH,Jalna,3,"3. Sex ratio of the total population (females per 1,000 males)",948.0,950.0,-2.0
Maharashtra,MH,Jalna,4,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",867.0,880.0,-13.0
Maharashtra,MH,Jalna,5,5. Children under age 5 years whose birth was registered with the civil authority (%),94.8,95.4,-0.6
Maharashtra,MH,Jalna,6,6. Deaths in the last 3 years registered with the civil authority (%),75.0,,
Maharashtra,MH,Jalna,7,7. Population living in households with electricity (%),95.7,87.3,8.4
Maharashtra,MH,Jalna,8,8. Population living in households with an improved drinking-water source1 (%),82.8,76.9,5.9
Maharashtra,MH,Jalna,9,9. Population living in households that use an improved sanitation facility2 (%),63.6,37.2,26.4
Maharashtra,MH,Jalna,10,10. Households using clean fuel for cooking3 (%),56.4,20.7,35.7
Maharashtra,MH,Jalna,11,11. Households using iodized salt (%),97.6,99.8,-2.2
Maharashtra,MH,Jalna,12,12. Households with any usual member covered under a health insurance/financing scheme (%),9.7,11.2,-1.5
Maharashtra,MH,Jalna,13,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),33.8,,
Maharashtra,MH,Jalna,14,14. Women who are literate4 (%),71.8,,
Maharashtra,MH,Jalna,15,15. Women with 10 or more years of schooling (%),34.3,24.7,9.6
Maharashtra,MH,Jalna,16,16. Women age 20-24 years married before age 18 years (%),35.0,49.9,-14.9
Maharashtra,MH,Jalna,17,17. Births in the 5 years preceding the survey that are third or higher order (%),2.2,2.3,-0.1
Maharashtra,MH,Jalna,18,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.1,21.5,-11.4
Maharashtra,MH,Jalna,19,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),71.8,37.4,34.4
Maharashtra,MH,Jalna,20,20. Any method6 (%),49.7,65.0,-15.3
Maharashtra,MH,Jalna,21,21. Any modern method6 (%),48.9,64.0,-15.1
Maharashtra,MH,Jalna,22,22. Female sterilization (%),34.7,50.7,-16.0
Maharashtra,MH,Jalna,23,23. Male sterilization (%),0.1,0.0,0.1
Maharashtra,MH,Jalna,24,24. IUD/PPIUD (%),1.6,1.3,0.3
Maharashtra,MH,Jalna,25,25. Pill (%),2.6,2.3,0.3
Maharashtra,MH,Jalna,26,26. Condom (%),9.6,9.6,0.0
Maharashtra,MH,Jalna,27,27. Injectables (%),0.1,0.0,0.1
Maharashtra,MH,Jalna,28,28. Total unmet need7 (%),13.1,8.6,4.5
Maharashtra,MH,Jalna,29,29. Unmet need for spacing7 (%),3.9,3.8,0.1
Maharashtra,MH,Jalna,30,30. Health worker ever talked to female non-users about family planning (%),15.7,17.1,-1.4
Maharashtra,MH,Jalna,31,31. Current users ever told about side effects of current method8 (%),43.3,20.1,23.2
Maharashtra,MH,Jalna,32,32. Mothers who had an antenatal check-up in the first trimester (%),56.0,63.9,-7.9
Maharashtra,MH,Jalna,33,33. Mothers who had at least 4 antenatal care visits (%),58.4,64.2,-5.8
Maharashtra,MH,Jalna,34,34. Mothers whose last birth was protected against neonatal tetanus9 (%),78.3,90.1,-11.8
Maharashtra,MH,Jalna,35,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),27.2,45.6,-18.4
Maharashtra,MH,Jalna,36,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.8,29.6,-8.8
Maharashtra,MH,Jalna,37,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.1,95.6,0.5
Maharashtra,MH,Jalna,38,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.0,66.1,7.9
Maharashtra,MH,Jalna,39,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),4178.0,24453.0,-20275.0
Maharashtra,MH,Jalna,40,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,
Maharashtra,MH,Jalna,41,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),78.9,,
Maharashtra,MH,Jalna,42,42. Institutional births (%),92.8,92.0,0.8
Maharashtra,MH,Jalna,43,43. Institutional births in public facility (%),57.3,61.5,-4.2
Maharashtra,MH,Jalna,44,44. Home births that were conducted by skilled health personnel10 (%),3.4,4.0,-0.6
Maharashtra,MH,Jalna,45,45. Births attended by skilled health personnel10 (%),86.5,91.4,-4.9
Maharashtra,MH,Jalna,46,46. Births delivered by caesarean section (%),15.2,10.6,4.6
Maharashtra,MH,Jalna,47,47. Births in a private health facility that were delivered by caesarean section (%),30.4,20.0,10.4
Maharashtra,MH,Jalna,48,48. Births in a public health facility that were delivered by caesarean section (%),7.7,7.4,0.3
Maharashtra,MH,Jalna,49,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),54.3,70.0,-15.7
Maharashtra,MH,Jalna,50,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),68.9,72.6,-3.7
Maharashtra,MH,Jalna,51,51. Children age 12-23 months who have received BCG (%),92.6,95.1,-2.5
Maharashtra,MH,Jalna,52,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),66.4,80.0,-13.6
Maharashtra,MH,Jalna,53,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),64.3,81.2,-16.9
Maharashtra,MH,Jalna,54,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),75.9,89.0,-13.1
Maharashtra,MH,Jalna,55,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),22.9,,
Maharashtra,MH,Jalna,56,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),15.3,,
Maharashtra,MH,Jalna,57,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),50.8,74.1,-23.3
Maharashtra,MH,Jalna,58,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.1,67.4,2.7
Maharashtra,MH,Jalna,59,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.1,100.0,-3.9
Maharashtra,MH,Jalna,60,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.6,0.0,2.6
Maharashtra,MH,Jalna,61,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),19.0,8.2,10.8
Maharashtra,MH,Jalna,62,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),48.1,55.1,-7.0
Maharashtra,MH,Jalna,63,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),14.8,7.8,7.0
Maharashtra,MH,Jalna,64,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),76.4,61.8,14.6
Maharashtra,MH,Jalna,65,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.0,3.5,3.5
Maharashtra,MH,Jalna,66,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.7,65.2,3.5
Maharashtra,MH,Jalna,67,67. Children under age 3 years breastfed within one hour of birth15 (%),66.1,61.5,4.6
Maharashtra,MH,Jalna,68,68. Children under age 6 months exclusively breastfed16 (%),,69.8,
Maharashtra,MH,Jalna,69,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,
Maharashtra,MH,Jalna,70,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",4.7,1.2,3.5
Maharashtra,MH,Jalna,71,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,
Maharashtra,MH,Jalna,72,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",5.2,5.2,0.0
Maharashtra,MH,Jalna,73,73. Children under 5 years who are stunted (height-for-age)18 (%),38.0,44.1,-6.1
Maharashtra,MH,Jalna,74,74. Children under 5 years who are wasted (weight-for-height)18 (%),22.2,22.4,-0.2
Maharashtra,MH,Jalna,75,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),8.2,9.5,-1.3
Maharashtra,MH,Jalna,76,76. Children under 5 years who are underweight (weight-for-age)18 (%),39.0,43.6,-4.6
Maharashtra,MH,Jalna,77,77. Children under 5 years who are overweight (weight-for-height)20 (%),1.3,2.0,-0.7
Maharashtra,MH,Jalna,78,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),23.3,29.1,-5.8
Maharashtra,MH,Jalna,79,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),20.6,15.5,5.1
Maharashtra,MH,Jalna,80,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),21.4,,
Maharashtra,MH,Jalna,81,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),68.3,49.5,18.8
Maharashtra,MH,Jalna,82,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),58.7,44.2,14.5
Maharashtra,MH,Jalna,83,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),47.3,37.7,9.6
Maharashtra,MH,Jalna,84,84. All women age 15-49 years who are anaemic22 (%),58.2,43.9,14.3
Maharashtra,MH,Jalna,85,85. All women age 15-19 years who are anaemic22 (%),54.6,45.4,9.2
Maharashtra,MH,Jalna,86,86. Blood sugar level - high (141-160 mg/dl)23 (%),5.5,,
Maharashtra,MH,Jalna,87,87. Blood sugar level - very high (>160 mg/dl)23 (%),4.4,,
Maharashtra,MH,Jalna,88,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),11.0,,
Maharashtra,MH,Jalna,89,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.4,,
Maharashtra,MH,Jalna,90,90. Blood sugar level - very high (>160 mg/dl)23 (%),4.8,,
Maharashtra,MH,Jalna,91,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),13.0,,
Maharashtra,MH,Jalna,92,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.5,,
Maharashtra,MH,Jalna,93,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,,
Maharashtra,MH,Jalna,94,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.8,,
Maharashtra,MH,Jalna,95,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.9,,
Maharashtra,MH,Jalna,96,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,,
Maharashtra,MH,Jalna,97,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.8,,
Maharashtra,MH,Jalna,98,98. Ever undergone a screening test for cervical cancer (%),2.4,,
Maharashtra,MH,Jalna,99,99. Ever undergone a breast examination for breast cancer (%),1.4,,
Maharashtra,MH,Jalna,100,100. Ever undergone an oral cavity examination for oral cancer (%),1.9,,
Maharashtra,MH,Jalna,101,101. Women age 15 years and above who use any kind of tobacco (%),7.0,,
Maharashtra,MH,Jalna,102,102. Men age 15 years and above who use any kind of tobacco (%),32.5,,
Maharashtra,MH,Jalna,103,103. Women age 15 years and above who consume alcohol (%),0.2,,
Maharashtra,MH,Jalna,104,104. Men age 15 years and above who consume alcohol (%),11.3,,
Maharashtra,MH,Kolhapur,1,1. Female population age 6 years and above who ever attended school (%),80.2,77.3,2.9
Maharashtra,MH,Kolhapur,2,2. Population below age 15 years (%),20.7,22.0,-1.3
Maharashtra,MH,Kolhapur,3,"3. Sex ratio of the total population (females per 1,000 males)",1025.0,978.0,47.0
Maharashtra,MH,Kolhapur,4,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",937.0,651.0,286.0
Maharashtra,MH,Kolhapur,5,5. Children under age 5 years whose birth was registered with the civil authority (%),96.6,96.3,0.3
Maharashtra,MH,Kolhapur,6,6. Deaths in the last 3 years registered with the civil authority (%),98.2,,
Maharashtra,MH,Kolhapur,7,7. Population living in households with electricity (%),98.8,97.1,1.7
Maharashtra,MH,Kolhapur,8,8. Population living in households with an improved drinking-water source1 (%),97.3,95.8,1.5
Maharashtra,MH,Kolhapur,9,9. Population living in households that use an improved sanitation facility2 (%),82.0,68.3,13.7
Maharashtra,MH,Kolhapur,10,10. Households using clean fuel for cooking3 (%),84.7,64.0,20.7
Maharashtra,MH,Kolhapur,11,11. Households using iodized salt (%),97.7,94.9,2.8
Maharashtra,MH,Kolhapur,12,12. Households with any usual member covered under a health insurance/financing scheme (%),16.5,10.1,6.4
Maharashtra,MH,Kolhapur,13,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),20.9,,
Maharashtra,MH,Kolhapur,14,14. Women who are literate4 (%),90.7,,
Maharashtra,MH,Kolhapur,15,15. Women with 10 or more years of schooling (%),53.8,44.3,9.5
Maharashtra,MH,Kolhapur,16,16. Women age 20-24 years married before age 18 years (%),21.0,30.9,-9.9
Maharashtra,MH,Kolhapur,17,17. Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.0,0.4
Maharashtra,MH,Kolhapur,18,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.8,9.5,-0.7
Maharashtra,MH,Kolhapur,19,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),91.9,66.2,25.7
Maharashtra,MH,Kolhapur,20,20. Any method6 (%),71.4,53.7,17.7
Maharashtra,MH,Kolhapur,21,21. Any modern method6 (%),69.2,53.2,16.0
Maharashtra,MH,Kolhapur,22,22. Female sterilization (%),60.2,47.6,12.6
Maharashtra,MH,Kolhapur,23,23. Male sterilization (%),0.0,0.0,0.0
Maharashtra,MH,Kolhapur,24,24. IUD/PPIUD (%),0.4,1.7,-1.3
Maharashtra,MH,Kolhapur,25,25. Pill (%),1.7,0.5,1.2
Maharashtra,MH,Kolhapur,26,26. Condom (%),6.6,3.4,3.2
Maharashtra,MH,Kolhapur,27,27. Injectables (%),0.0,0.0,0.0
Maharashtra,MH,Kolhapur,28,28. Total unmet need7 (%),8.1,11.2,-3.1
Maharashtra,MH,Kolhapur,29,29. Unmet need for spacing7 (%),3.5,3.5,0.0
Maharashtra,MH,Kolhapur,30,30. Health worker ever talked to female non-users about family planning (%),27.9,13.1,14.8
Maharashtra,MH,Kolhapur,31,31. Current users ever told about side effects of current method8 (%),52.4,35.7,16.7
Maharashtra,MH,Kolhapur,32,32. Mothers who had an antenatal check-up in the first trimester (%),71.5,60.6,10.9
Maharashtra,MH,Kolhapur,33,33. Mothers who had at least 4 antenatal care visits (%),81.8,69.1,12.7
Maharashtra,MH,Kolhapur,34,34. Mothers whose last birth was protected against neonatal tetanus9 (%),88.3,89.9,-1.6
Maharashtra,MH,Kolhapur,35,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.8,46.5,12.3
Maharashtra,MH,Kolhapur,36,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.4,39.2,0.2
Maharashtra,MH,Kolhapur,37,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.3,86.4,8.9
Maharashtra,MH,Kolhapur,38,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.2,78.4,16.8
Maharashtra,MH,Kolhapur,39,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),2958.0,2452.0,506.0
Maharashtra,MH,Kolhapur,40,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,
Maharashtra,MH,Kolhapur,41,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.5,,
Maharashtra,MH,Kolhapur,42,42. Institutional births (%),99.2,95.4,3.8
Maharashtra,MH,Kolhapur,43,43. Institutional births in public facility (%),45.6,42.9,2.7
Maharashtra,MH,Kolhapur,44,44. Home births that were conducted by skilled health personnel10 (%),0.0,0.4,-0.4
Maharashtra,MH,Kolhapur,45,45. Births attended by skilled health personnel10 (%),93.6,83.8,9.8
Maharashtra,MH,Kolhapur,46,46. Births delivered by caesarean section (%),38.1,30.7,7.4
Maharashtra,MH,Kolhapur,47,47. Births in a private health facility that were delivered by caesarean section (%),55.8,48.0,7.8
Maharashtra,MH,Kolhapur,48,48. Births in a public health facility that were delivered by caesarean section (%),18.1,12.9,5.2
Maharashtra,MH,Kolhapur,49,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),67.2,46.9,20.3
Maharashtra,MH,Kolhapur,50,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),78.0,,
Maharashtra,MH,Kolhapur,51,51. Children age 12-23 months who have received BCG (%),88.6,84.9,3.7
Maharashtra,MH,Kolhapur,52,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),74.5,69.2,5.3
Maharashtra,MH,Kolhapur,53,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),78.8,70.2,8.6
Maharashtra,MH,Kolhapur,54,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),76.4,77.2,-0.8
Maharashtra,MH,Kolhapur,55,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),24.2,,
